Country,State,Year,Month,Name Of The Fertilizer Used,"Required Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1","Available Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,9.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,35.00
India,Punjab,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,15465.60
India,Punjab,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Punjab,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,7033.85
India,Punjab,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,3355.30
India,Punjab,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,2672.45
India,Punjab,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,1409.70
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,13183.50
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,1888.30
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,3526.25
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,5612.65
India,Rajasthan,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,35.50
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,3095.55
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,9823.25
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,370.75
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,34514.17
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,21801.73160347595000000,6763.20236764068835330
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,13081.03896208557000000,8117.84860047634581136
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014",Single super Phosphate,13081.03896208557000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,65405.19481042785000000,12087.16342347791186735
India,Telangana,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",39243.11688625671000000,43874.17094792594017596
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,3.25
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,2163.50
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,3.75
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,149234.80
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,3806.50
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,16125.25
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,62005.30
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,29024.65
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,216.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,4842.10
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,5411.30
India,West Bengal,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,6900.00,5177.59
India,West Bengal,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,West Bengal,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,4150.00,7145.90
India,West Bengal,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,7377.55
India,West Bengal,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,39500.00,11382.10
India,West Bengal,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",8250.00,43726.73
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,25000.00,11051.52
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,25000.00,28172.95
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,125000.00,5739.70
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",88000.00,68599.54
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,6019.65
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,8865.15
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,3230.50
India,Assam,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,1567.55
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,18988.45
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,20981.75
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,7673.75
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,12522.47
India,Bihar,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,37353.50
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,22990.80
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,17313.30
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,3858.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,4283.80
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,14867.74
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,200.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,28.80
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,0.15
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,17.40
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,42801.83
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,6120.05
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,6313.85
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,29161.54
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,75059.10
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,3768.45
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,9663.50
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,11626.15
India,Haryana,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,8171.15
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,979.20
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,105.50
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,59.70
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00000000000000000,4309.18705880197331370
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00000000000000000,3818.13857312374450740
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00000000000000000,596.95612152240074535
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00000000000000000,545.97801030307339560
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,515.30
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,219.40
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,5525.75
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,40000.00,25715.08
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,20000.00,41580.00
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,11550.00,0.00
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,11905.40
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,55000.00,9414.95
India,Karnataka,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",115000.00,95013.02
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.00,3572.55
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.00,0.00
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,3272.00
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.00,0.00
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.00,3156.75
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.00,1503.75
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.00,13392.03
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.000000000000000000,107.512941198026244630
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Monoammonium Phosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000000000000000000,95.261426876255101260
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Single super Phosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.000000000000000000,0.000000000000000000
