Country,State,Year,Month,Name Of The Fertilizer Used,"Required Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1","Available Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Assam,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,13000.00,270.85
India,Assam,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",1800.00,988.45
India,Bihar,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,80000.00,78900.15
India,Bihar,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,71.65
India,Bihar,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,40000.00,9122.00
India,Bihar,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,7673.75
India,Bihar,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,180000.00,11331.35
India,Bihar,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",40000.00,23988.30
India,Chandigarh,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,10000.00,23617.50
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,4000.00,7563.20
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,3858.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,20000.00,5482.70
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",5000.00,5461.85
India,Delhi,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,1000.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,600.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,1300.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",800.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,50.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,300.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",300.00,0.00
India,Gujarat,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,110000.00,44183.12
India,Gujarat,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Gujarat,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,18000.00,3738.65
India,Gujarat,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,6313.85
India,Gujarat,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,220000.00,14057.74
India,Gujarat,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",73700.00,46172.00
India,Haryana,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,225000.00,34313.95
India,Haryana,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,10000.00,2585.55
India,Haryana,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,250000.00,11628.90
India,Haryana,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",15000.00,6191.05
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,5000.00,62.20
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",7500.00,101.95
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,7600.37294542698669000,957.51039905546145540
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,4273.38042374457018000,542.66077435770089820
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,13366.50954458918070000,664.37406382394179545
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00000000000000000,0.00000000000000000
India,Jharkhand,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,11500.00,11827.70
India,Jharkhand,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,2500.00,-0.15
India,Jharkhand,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,21250.00,1184.05
India,Jharkhand,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",20000.00,2348.85
India,Karnataka,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,60000.00,60561.87
India,Karnataka,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,20.20
India,Karnataka,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,60000.00,40379.25
India,Karnataka,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,11905.40
India,Karnataka,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,140000.00,8058.20
India,Karnataka,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",125000.00,74922.32
India,Kerala,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,7000.00,1568.20
India,Kerala,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Kerala,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,25000.00,7574.04
India,Kerala,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,3260.95
India,Kerala,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,26000.00,693.40
India,Kerala,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",40000.00,15283.81
India,Ladakh,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,189.627054573012531000,23.889600944538446460
India,Ladakh,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,106.619576255429382000,13.539225642299046180
India,Ladakh,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,333.490455410817930000,16.575936176058136455
India,Ladakh,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.000000000000000000,0.000000000000000000
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,223790.00,119655.35
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,30.55
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,21520.00,14996.35
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,8443.85
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,240990.00,15920.50
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",89460.00,26261.10
India,Maharashtra,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,86000.00,89952.34
India,Maharashtra,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,54.50
India,Maharashtra,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,48000.00,85582.50
India,Maharashtra,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,195000.00,12460.83
India,Maharashtra,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",205000.00,82062.90
India,Manipur,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,1000.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,600.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,1550.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,300.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,30.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,200.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,80.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,120.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,290.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,140.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,100.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,200.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",40.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,10000.00,11668.05
India,Odisha,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,15000.00,14013.00
India,Odisha,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,40000.00,5998.95
India,Odisha,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",8500.00,21948.45
India,Puducherry,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,500.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,1000.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,2000.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",1850.00,929.75
India,Punjab,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,230000.00,29164.35
India,Punjab,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Punjab,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,15000.00,9585.65
India,Punjab,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,3355.30
India,Punjab,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,300000.00,1315.85
India,Punjab,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",35000.00,1574.85
India,Rajasthan,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,112360.00,12070.15
India,Rajasthan,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Rajasthan,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,4970.00,4402.56
India,Rajasthan,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,3526.25
India,Rajasthan,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,177100.00,964.10
India,Rajasthan,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",34490.00,1478.85
India,Sikkim,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,70000.00,12344.15
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,84000.00,12932.85
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,173000.00,1458.60
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",90760.00,19489.25
India,Telangana,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,43603.46320695190000000,38238.51489570014169995
India,Telangana,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00000000000000000,7.78321818244091415
India,Telangana,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,32702.59740521392500000,19353.00907358305894309
India,Telangana,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,130810.38962085570000000,5881.88480895545585531
India,Telangana,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",65405.19481042785000000,45481.83499671257742415
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,100.00,11.80
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,210.00,13.10
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",70.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,340.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,2660.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,9170.00,10.00
India,Tripura,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,400000.00,161745.70
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,65000.00,6559.15
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,16125.25
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,500000.00,42903.35
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",175000.00,41441.20
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,1500.00,3249.30
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,2000.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,5000.00,2687.25
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",6000.00,1361.10
India,West Bengal,"Financial Year (Apr - Mar), 2012","January, 2013",Diammonium Phosphate,24530.00,44726.35
India,West Bengal,"Financial Year (Apr - Mar), 2012","January, 2013",Monoammonium Phosphate,0.00,0.00
India,West Bengal,"Financial Year (Apr - Mar), 2012","January, 2013",Muriate of Potash (MOP) or Potassium Chloride,24840.00,35166.20
India,West Bengal,"Financial Year (Apr - Mar), 2012","January, 2013",Triple superphosphate,0.00,7377.55
India,West Bengal,"Financial Year (Apr - Mar), 2012","January, 2013",UREA,78000.00,14175.52
India,West Bengal,"Financial Year (Apr - Mar), 2012","January, 2013","nitrogen, phosphorus, and potassium",56740.00,38808.60
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,100.00,500.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,70.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,70.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",35.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,56396.53679304810000000,32733.19851485823729315
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00000000000000000,626.50912723397134290
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,42297.40259478607500000,13669.73096711975676660
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,225586.14717219240000000,21067.26469826387604360
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",124072.38094470582000000,94582.73336938719599658
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,8.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,7.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,80.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,5250.00,1383.00
India,Assam,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,12600.00,5478.75
India,Assam,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,30450.00,9039.30
India,Assam,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",1575.00,2076.60
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,20000.00,10211.05
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,287.30
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,20000.00,6074.45
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,7673.75
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,225000.00,13909.95
India,Bihar,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",25000.00,16818.95
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,66000.00,13302.35
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,2904.40
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,25000.00,2239.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,3858.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,145000.00,6220.55
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",32000.00,12582.80
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,400.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,100.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,300.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",50.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,200.00,50.00
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
